artists,genres,release_date,name,popularity,uri,duration_ms,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Hillsong Young & Free,"['ccm', 'christian music', 'world worship', 'worship']",2022-01-28,Freedom Is Coming - Reimagined,49,spotify:track:3b8ovywNFzaiVpifmivkmU,154385,0.631,0.705,8,-5.352,0.0372,0.0547,0,0.074,0.426,101.991
for KING & COUNTRY,"['ccm', 'christian alternative rock', 'christian indie', 'christian music', 'world worship']",2019-08-30,God Only Knows (with Dolly Parton),52,spotify:track:34n8xD9eHSdpwIGffhSLvW,213653,0.656,0.561,11,-5.626,0.0495,0.276,0,0.143,0.469,143.962
Hillsong Worship,"['ccm', 'christian music', 'world worship', 'worship']",2021-11-05,That's The Power - Live,49,spotify:track:4fA75ecQMGhP7Wld2kT0ZY,274534,0.458,0.634,10,-8.282,0.0327,0.0107,0,0.235,0.094,74.008
Hillsong Worship,"['ccm', 'christian music', 'world worship', 'worship']",2015-04-21,Cornerstone,49,spotify:track:2FTOHMSicuYvDBQGebowNq,206133,0.388,0.794,0,-6.262,0.0441,0.12,0,0.116,0.329,150.187
KayBlack,"['trap brasileiro', 'trap funk']",2023-06-16,Segredo,0,spotify:track:0rdUtAzQ4VrZnPK88z7c8m,104145,0.799,0.49,7,-6.788,0.178,0.332,0,0.106,0.662,86.272
KayBlack,"['trap brasileiro', 'trap funk']",2023-06-16,Preferida,0,spotify:track:0Gu3Aw2TQlQjqHedFcEBKM,130375,0.921,0.461,3,-10.0,0.495,0.13,0,0.125,0.659,120.035
KayBlack,"['trap brasileiro', 'trap funk']",2023-06-16,Sal e pimenta,0,spotify:track:7rIM62pFVippsjJVYOjGyX,206451,0.609,0.53,9,-6.861,0.411,0.0434,0,0.101,0.278,118.152
KayBlack,"['trap brasileiro', 'trap funk']",2023-06-16,Desejos,0,spotify:track:14hzzVbtdC1wClrogWqzN0,128000,0.57,0.259,10,-13.061,0.181,0.087,0,0.247,0.132,74.836
Red Hot Chili Peppers,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",2022-02-04,Black Summer,68,spotify:track:3a94TbZOxhkI9xuNwYL53b,232412,0.417,0.682,1,-5.071,0.0295,0.0267,0.000669,0.109,0.351,105.542
KayBlack,"['trap brasileiro', 'trap funk']",2023-06-16,Melhor só,0,spotify:track:6D5MjT4ubiVWAeDKncMUKe,229326,0.605,0.386,5,-9.965,0.166,0.272,0,0.107,0.55,142.133
KayBlack,"['trap brasileiro', 'trap funk']",2023-06-16,Superficial,0,spotify:track:7pG6Boew4tqqevyj3KRGeX,136464,0.626,0.386,0,-9.107,0.396,0.113,0,0.11,0.435,186.141
Anita Baker,"['funk', 'neo soul', 'quiet storm', 'r&b', 'smooth jazz', 'soul', 'urban contemporary']",2022-02-14,Sweet Love,60,spotify:track:4xVXe1VS5zlQyECVk6GRrL,262266,0.505,0.669,10,-7.255,0.0231,0.428,0,0.0609,0.689,87.541
Red Hot Chili Peppers,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",2006-05-09,Wet Sand,67,spotify:track:3L2Nyi3T7XabH8EEZFLDdX,309800,0.313,0.753,4,-3.921,0.0285,0.0313,2.25e-06,0.142,0.514,176.748
Dr. Dre,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",2022-02-04,Gospel (with Eminem),68,spotify:track:3a2jFwnts4Cf0OwJbK61SL,210027,0.919,0.869,1,-4.441,0.232,0.103,1.2e-05,0.166,0.655,117.03
MC Ryan SP,['funk paulista'],2023-06-09,Revoada do tubarão 3,0,spotify:track:5yK8fUGl3Zfpw5aFDfbZXk,669157,0.795,0.705,4,-4.041,0.0606,0.252,1.88e-06,0.248,0.571,95.023
MC Ryan SP,['funk paulista'],2023-06-09,Namora aí,0,spotify:track:5Y3n8SDIkQJMZgZtanhUgi,148615,0.556,0.659,11,-0.845,0.0942,0.148,0,0.294,0.754,86.634
MC Ryan SP,['funk paulista'],2023-06-16,Pódio,0,spotify:track:37noMlWWkg489jn8F6kPcU,292881,0.657,0.616,1,-8.419,0.211,0.0624,0,0.0944,0.594,87.922
MC Ryan SP,['funk paulista'],2023-06-16,Passar de foguetão 3,0,spotify:track:53xcKlF3Gh7gyLDMiq5rfj,298666,0.801,0.554,9,-4.779,0.454,0.23,0,0.135,0.704,90.226
MC Ryan SP,['funk paulista'],2023-06-09,Revoada do Tubarão 2,1,spotify:track:0Zu6HOjCrkWxvlt9ejEaNy,591157,0.829,0.767,9,-3.164,0.0892,0.167,0,0.322,0.643,94.897
MC Ryan SP,['funk paulista'],2023-06-09,Namora aí,1,spotify:track:4QodJLumjjlR2eCdqvId9C,148615,0.556,0.659,11,-0.845,0.0942,0.148,0,0.294,0.754,86.634
MC Ryan SP,['funk paulista'],2023-06-02,Quero tu,0,spotify:track:2s16uRXnE9fzJsJWm7I00y,156415,0.808,0.643,11,-3.41,0.0418,0.3,0.000174,0.0479,0.925,125.014
MC Ryan SP,['funk paulista'],2023-06-09,Pódio,1,spotify:track:61TwogTaqbDbBH1ZLwtiH4,292881,0.657,0.616,1,-8.419,0.211,0.0624,0,0.0944,0.594,87.922
MC Ryan SP,['funk paulista'],2023-06-09,Zero amor,2,spotify:track:4ILPGLti8hbUYAIIkQSfCZ,298666,0.599,0.556,7,-6.588,0.515,0.0798,0,0.0762,0.419,89.943
MC Ryan SP,['funk paulista'],2023-06-16,Zero amor,0,spotify:track:0ZM2cJF7vT3K6a8lioRraG,298666,0.599,0.556,7,-6.588,0.515,0.0798,0,0.0762,0.419,89.943
MC Ryan SP,['funk paulista'],2023-06-16,Pódio,0,spotify:track:5FSmnDUxAtsR7RnEYCuIsm,292881,0.657,0.616,1,-8.419,0.211,0.0624,0,0.0944,0.594,87.922
Korn,"['alternative metal', 'funk metal', 'hard rock', 'nu metal', 'post-grunge', 'rap metal', 'rock']",2004-11-16,Word Up!,70,spotify:track:1pHPpLVH2XEN0xYRoQs4wq,172666,0.577,0.94,6,-4.439,0.0361,2.42e-05,0.0715,0.347,0.818,116.045
Sharon Jones & The Dap-Kings,"['black americana', 'funk', 'retro soul', 'soul']",2005-01-25,How Long Do I Have to Wait for You?,69,spotify:track:2ffGZTdlRN0lNxA4LOYyTs,243760,0.673,0.909,10,-3.369,0.0464,0.471,0.013,0.105,0.969,103.941
Clean Bandit,"['pop', 'uk dance', 'uk funky']",2018-11-30,I Miss You (feat. Julia Michaels),72,spotify:track:0Ult84lvFuqNvbyXwyRQ58,205986,0.693,0.624,0,-7.482,0.0448,0.299,7.64e-06,0.0955,0.369,105.002
Limp Bizkit,"['alternative metal', 'funk metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",2000-10-17,My Generation,71,spotify:track:6holGuk1jKHTdWyWBOZi8l,221000,0.458,0.978,11,-2.389,0.191,0.00231,2.12e-06,0.111,0.342,104.012
Clean Bandit,"['pop', 'uk dance', 'uk funky']",2018-11-30,Rockabye (feat. Sean Paul & Anne-Marie),75,spotify:track:2hrUO4drrO63i7FYbCLBl2,251173,0.717,0.73,9,-4.729,0.0568,0.383,0,0.398,0.792,102.002
Moe Shop,"['future funk', 'kawaii future bass']",2016-05-22,Love Taste,63,spotify:track:0XVoD3TmJVEYdRzZoe0Ewy,176193,0.673,0.637,11,-8.022,0.28,0.000837,0.846,0.16,0.592,110.01
DJ Dn o Astro,['funk rj'],2021-10-23,TU JOGA PRA TRAS TU ENCOSTA ENCOSTA vs NO PIQUE BBB - DJ DN O ASTRO Remix,72,spotify:track:40ZZ1ZlfyNuDHgzjlxiTHC,103541,0.95,0.59,7,-8.198,0.361,0.142,0,0.108,0.689,135.047
Red Hot Chili Peppers,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",2011-08-29,The Adventures of Rain Dance Maggie,69,spotify:track:0PgNhIg5n0UAOBVn43b8b6,282400,0.683,0.734,4,-4.523,0.029,0.00112,0.0139,0.258,0.576,106.254
MC Fioti,"['funk carioca', 'funk ostentacao', 'funk paulista']",2017-12-15,Bum Bum Tam Tam,71,spotify:track:6k2900NjJeVqZM55G3Danu,213988,0.896,0.675,1,-3.908,0.124,0.346,8.11e-06,0.262,0.659,131.999
James Brown,"['funk', 'soul']",2003-01-01,Get Up Offa That Thing,64,spotify:track:5XeSAezNDk9tuw3viiCbZ3,239733,0.864,0.813,2,-6.909,0.361,0.217,0,0.874,0.72,118.006
Ice Cube,"['conscious hip hop', 'g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",2001-12-04,You Know How We Do It,70,spotify:track:67ncYmW29pNJJY2yXuLPwT,232786,0.743,0.651,10,-6.269,0.0343,0.0231,0.00388,0.0851,0.543,92.876
Sugar Ray,"['alternative metal', 'funk metal', 'pop rock', 'post-grunge']",2001-06-12,When It's Over - David Kahne Main,61,spotify:track:5ZsPy9wHH733NlU6c4v2Hi,217853,0.675,0.775,4,-5.772,0.0522,0.0387,0,0.383,0.933,99.945
Clean Bandit,"['pop', 'uk dance', 'uk funky']",2018-05-17,Solo (feat. Demi Lovato),73,spotify:track:6kPJZM97LwdG9QIsT7khp6,222653,0.737,0.636,11,-4.546,0.0437,0.0441,6.66e-05,0.35,0.565,105.005
Vulfpeck,"['ann arbor indie', 'funk rock', 'instrumental funk']",2013-12-06,Wait for the Moment,63,spotify:track:48wH8bAxvBJO2l14GmNLz7,230676,0.773,0.36,0,-9.722,0.0955,0.501,0.00409,0.0823,0.681,79.207
Vantage,['future funk'],2020-08-21,50//50,67,spotify:track:0JkryawvRTmBeA6cfzKumy,246167,0.838,0.699,7,-7.216,0.0521,0.0608,0.87,0.0926,0.386,124.137
Finger Eleven,"['alternative metal', 'canadian rock', 'funk metal', 'nu metal', 'post-grunge']",2003-01-01,One Thing,60,spotify:track:2BepFzUWfczDk68DXj10w3,279573,0.588,0.555,1,-9.401,0.0334,0.447,0,0.0806,0.445,151.991
DJ AG O GRINGO,['funk mtg'],2023-02-16,MTG LEVANTA A MÃO PRO ALTO,71,spotify:track:2eix2o32lRFIvR4kDoC75T,119567,0.592,0.52,0,-8.309,0.471,0.806,0.000432,0.109,0.331,80.03
Primus,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'grunge', 'nu metal', 'rock']",2006-01-01,John The Fisherman,60,spotify:track:4kiVGEOrzWmEUCxXU21rtN,216733,0.604,0.948,7,-3.093,0.0595,0.000816,0.00714,0.0446,0.861,115.132
Kool & The Gang,"['disco', 'funk', 'motown', 'soul']",2018-05-25,Celebration - Single Version,68,spotify:track:6HIVJXpdvp1C1ubfnkFnz8,218786,0.824,0.837,1,-7.124,0.054,0.0216,0.00944,0.123,0.947,121.143
Vulfpeck,"['ann arbor indie', 'funk rock', 'instrumental funk']",2014-08-26,1612,62,spotify:track:39rHfrVqCX6A55GF7uOZSC,199639,0.678,0.392,0,-11.328,0.274,0.177,0.0045,0.0839,0.706,171.274
311,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'pop rock', 'rap rock', 'reggae fusion']",2001-06-19,I'll Be Here Awhile,58,spotify:track:1mHZhWJu6RVJhyu3USZdI5,209693,0.638,0.867,7,-6.815,0.0312,0.000933,2.29e-05,0.103,0.896,142.045
P.O.D.,"['alternative metal', 'funk metal', 'nu metal', 'rap metal', 'rap rock']",2001-09-11,Alive - Chris Lord-Alge Mix,65,spotify:track:1X4Ntw6Lbaa1ACgilCqMpr,205026,0.421,0.95,10,-3.985,0.0768,1.21e-05,0.000214,0.314,0.553,80.912
Ice Cube,"['conscious hip hop', 'g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",2006-01-01,Why We Thugs,71,spotify:track:5880eYQmXx3c3oD22IljIt,224106,0.683,0.59,1,-5.423,0.458,0.326,0,0.148,0.653,100.892
"Earth, Wind & Fire","['disco', 'funk', 'jazz funk', 'soul']",2014-03-25,September,65,spotify:track:3wpLkju0bJy89kjgdRys0j,215080,0.694,0.831,9,-7.288,0.0301,0.165,0.000892,0.25,0.98,125.901
Ice Cube,"['conscious hip hop', 'g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",2000-02-29,You Can Do It,65,spotify:track:4NTn0Yo8hTGW5tbBANBzfh,259088,0.947,0.853,1,-4.489,0.164,0.000931,0,0.0502,0.887,99.887
Dj LK da Escócia,['funk rj'],2022-09-28,Tubarão Te Amo,74,spotify:track:4UldILPVpnZO69ffK4B9aA,149076,0.889,0.742,4,-3.495,0.358,0.299,0.000568,0.066,0.479,130.089
Anitta,"['funk pop', 'funk rj', 'pagode baiano', 'pop', 'pop nacional']",2023-06-09,Bang,1,spotify:track:2lD3EWKkf6A23whT25T949,190280,0.895,0.847,11,-4.005,0.0414,0.18,0.0191,0.0679,0.805,104.997
Incubus,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'post-grunge', 'rock']",2001-10-23,Nice to Know You,62,spotify:track:77eRSoQbDt4qHlAhUqovmy,283160,0.515,0.864,2,-5.384,0.0478,0.00182,7.32e-05,0.108,0.232,153.966
Hoobastank,"['alternative metal', 'funk metal', 'nu metal', 'pop rock', 'post-grunge']",2003-12-09,Out Of Control,65,spotify:track:6mjHiGwrRGE8LVCXVc5QDU,162106,0.443,0.973,4,-4.386,0.133,0.00161,0,0.353,0.458,157.872
The Knocks,"['alternative dance', 'indie poptimism', 'nu disco']",2022-04-29,Walking On Water (feat. Totally Enormous Extinct Dinosaurs),54,spotify:track:5keheTPTVskQPPhrIkKd3i,216106,0.768,0.613,7,-7.098,0.133,0.399,0.524,0.196,0.218,124.956
Flight Facilities,"['aussietronica', 'australian dance', 'australian indie', 'indietronica', 'nu disco']",2011,Foreign Language,61,spotify:track:6M0cy8N7KQhaYbJ7088D28,244080,0.83,0.789,11,-6.042,0.0706,0.197,1.52e-06,0.491,0.815,124.024
Cherrelle,"['contemporary r&b', 'funk', 'minneapolis sound', 'new jack swing', 'post-disco', 'quiet storm', 'urban contemporary']",2011-01-01,"Saturday Love - 12"" Extended Version",51,spotify:track:5W3Y5I9y5ps6M6rl09e7zg,521693,0.865,0.394,11,-12.235,0.0528,0.0832,0.00231,0.302,0.643,115.936
Diana Ross,"['adult standards', 'disco', 'motown', 'quiet storm', 'soft rock', 'soul']",2022-05-19,Turn Up The Sunshine - From 'Minions: The Rise of Gru' Soundtrack,57,spotify:track:5FH5U5zlicxKUXK6DruWKM,229610,0.776,0.676,11,-5.007,0.0511,0.114,3.29e-06,0.0687,0.774,110.017
Keni Burke,"['post-disco', 'post-disco soul']",2014-06-27,Risin' to the Top,55,spotify:track:5iVxHPyHVO7vWSDnRpNH5d,314320,0.729,0.54,0,-9.33,0.0606,0.189,0.000208,0.14,0.815,94.071
Darius,"['filter house', 'indie soul', 'jazz house', 'nu disco']",2017-11-24,Lost in the Moment,56,spotify:track:01GHm5UtG2XN7ANzLcv5pU,264013,0.64,0.669,9,-5.939,0.036,0.0922,0.541,0.0633,0.198,115.003
Baltimora,"['italian disco', 'synthpop']",2010-01-01,Tarzan Boy,63,spotify:track:6FwMGM0Dtmf0vz6BdIc8uP,230026,0.703,0.803,5,-4.647,0.0251,0.346,0.000912,0.437,0.695,107.41
Rampa,"['deep disco house', 'organic house']",2022-09-09,Les Gout,62,spotify:track:0ko0sZ5hNieT3LRq2lOGl3,344000,0.848,0.678,5,-8.783,0.0441,0.0887,0.24,0.125,0.536,120.005
Touch Sensitive,"['aussietronica', 'nu disco']",2014-04-19,Pizza Guy,56,spotify:track:1bq6eYt2tdB5rSkwXgiwgD,349413,0.629,0.81,4,-5.101,0.0264,0.00213,0.653,0.264,0.287,105.996
The Main Ingredient,"['classic soul', 'disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'southern soul']",2005,Everybody Plays the Fool,52,spotify:track:3DkqEHCCqlkknDfksHWWu0,202253,0.485,0.641,3,-8.752,0.0418,0.704,9.92e-05,0.159,0.855,168.645
The Magician,"['belgian edm', 'house', 'nu disco']",2020-05-15,You and Me,55,spotify:track:00bq71I9OZ87M6jZqQFV6I,214958,0.646,0.814,7,-5.263,0.0437,0.000415,0.0305,0.0882,0.117,121.043
Miami Horror,"['alternative dance', 'australian dance', 'australian electropop', 'electroclash', 'filter house', 'indietronica', 'neo-synthpop', 'nu disco']",2017,Leila - Poolside Remix,59,spotify:track:1btQN0JRiAzQxdKdJXADUh,318461,0.77,0.768,4,-7.542,0.0367,0.0139,0.0235,0.0469,0.814,103.997
Isaac Hayes,"['classic soul', 'disco', 'funk', 'memphis soul', 'quiet storm', 'soul', 'southern soul']",2016-04-15,Hung Up On My Baby,56,spotify:track:7wEGeUzpPNnHKfOtSgYjG4,377639,0.678,0.695,4,-9.825,0.0284,0.181,0.635,0.0459,0.937,102.511
Satin Jackets,['nu disco'],2023-01-27,The Future,63,spotify:track:6HXdL92qb3doVllJ5yChnd,224549,0.661,0.81,1,-9.099,0.0469,0.0764,0.23,0.105,0.823,103.996
Chris Malinchak,['nu disco'],2013-11-19,So Good to Me - Radio Edit,49,spotify:track:3fDrZa4ksxA5lgi0utGu6k,226120,0.72,0.469,11,-12.633,0.0394,0.148,0.0807,0.0765,0.369,121.028
Bee Gees,"['disco', 'mellow gold', 'soft rock']",2009-11-03,How Deep Is Your Love,52,spotify:track:3EuEiyhtu80uQzFl6C6SuB,242386,0.633,0.364,5,-9.431,0.0259,0.122,0,0.554,0.642,104.931
The Jacksons,"['disco', 'motown']",2005-07-19,Blame It on the Boogie,57,spotify:track:0ryUadrXsahO3mASlKUJlT,210533,0.754,0.759,8,-6.781,0.091,0.0699,0,0.105,0.87,113.419
Barry White,"['disco', 'quiet storm', 'soul']",2003-02-25,Practice What You Preach,54,spotify:track:5PaTu8aN7ozpFbEb0DwEbt,239306,0.841,0.412,7,-10.336,0.0445,0.0919,0,0.0908,0.661,93.65
Desireless,"['french synthpop', 'italian disco']",2001-01-02,Voyage voyage,73,spotify:track:2d8D7uk3tbAThjRkdfrx9c,266600,0.606,0.913,8,-6.039,0.0351,0.246,0.00696,0.34,0.838,123.58
Diana Ross,"['adult standards', 'disco', 'motown', 'quiet storm', 'soft rock', 'soul']",2017-11-17,Ain't No Mountain High Enough,60,spotify:track:1KbuhBnzMHp4eq1q6flhWd,215200,0.393,0.792,8,-5.076,0.0448,0.191,0.00364,0.376,0.379,98.757
Bob Sinclar,"['disco house', 'filter house']",2005-06-20,Love Generation - Radio Edit,71,spotify:track:7M13FwBAKWNa2jqcZeUhL6,204798,0.723,0.872,1,-3.617,0.0586,0.192,0.000154,0.0814,0.544,128.038
"Earth, Wind & Fire","['disco', 'funk', 'jazz funk', 'soul']",2021-08-20,You Want My Love,52,spotify:track:5BQf3eyCsoSP5jNGx9sPdD,194373,0.609,0.746,5,-5.429,0.0814,0.0185,0,0.306,0.629,80.967
Kool & The Gang,"['disco', 'funk', 'motown', 'soul']",2009-01-01,Celebration - Single Version,55,spotify:track:6CSLNGruNhqpb5zhfs5n3i,215653,0.843,0.656,1,-11.184,0.0595,0.0466,0.0187,0.169,0.931,121.112
Zimmer,['nu disco'],2019-09-27,Wildflowers,58,spotify:track:5xl0p7WkEry8QAOxTs28kY,217986,0.728,0.544,9,-7.848,0.0502,0.347,0.576,0.179,0.255,101.029
Martin Solveig,"['disco house', 'edm', 'electro house', 'filter house', 'house', 'pop dance', 'vocal house']",2011,Hello,51,spotify:track:0BNyKP5Or3d9XG65zTn7VB,281589,0.668,0.938,3,-4.201,0.032,0.0252,0.0166,0.0429,0.473,127.987
The Knocks,"['alternative dance', 'indie poptimism', 'nu disco']",2022-02-18,Slow Song (with Dragonette),54,spotify:track:7HDcd1vyDdNWq897wSILCZ,253723,0.77,0.743,6,-3.251,0.0299,0.0205,0.0003,0.144,0.843,123.014
Womack & Womack,['disco'],2021-05-07,Teardrops - Single Version,49,spotify:track:6wSYpKrgUJSIrH033Y5WlB,230760,0.852,0.906,11,-5.248,0.0416,0.111,0.0565,0.265,0.965,133.247
Chaka Khan,"['disco', 'funk', 'neo soul', 'quiet storm', 'soul']",2019-02-15,Like Sugar,60,spotify:track:0lWEatZXBBYUzEQX5aMeSj,239621,0.811,0.792,7,-8.477,0.0537,0.0363,0.0517,0.342,0.94,107.255
The Chi-Lites,"['chicago soul', 'classic soul', 'disco', 'funk', 'quiet storm', 'soul', 'southern soul']",2001,Have You Seen Her,50,spotify:track:3hRJmeg1d5bXdmUylhZbiO,309013,0.62,0.334,4,-15.598,0.0536,0.479,1.2e-06,0.169,0.298,139.375
RAC,"['indietronica', 'metropopolis', 'nu disco', 'shimmer pop']",2020-11-02,MIA - Robotaki Remix,51,spotify:track:6pGeWf3SxSkpX8ZcvcbtYC,240133,0.67,0.818,6,-5.503,0.0444,0.0241,0.000455,0.0685,0.644,94.013
RAC,"['indietronica', 'metropopolis', 'nu disco', 'shimmer pop']",2014-01-01,Hollywood,51,spotify:track:3xEqegrcyQtfhWeEMnDyCG,197466,0.945,0.546,8,-6.109,0.0519,0.119,0.000519,0.121,0.962,120.004
Darius,"['filter house', 'indie soul', 'jazz house', 'nu disco']",2014-02-24,Espoir,58,spotify:track:3hGc6zv9LgSxGrIlhFdfT6,242242,0.6,0.617,3,-7.0,0.0555,0.0955,0.913,0.108,0.037,106.892
Jamie Jones,"['deep disco house', 'deep house', 'house', 'minimal techno', 'uk tech house']",2023-04-07,Got Time For Me (with Channel Tres),56,spotify:track:3YQNUCe3btF2wUQpzfaodu,179034,0.734,0.726,4,-10.126,0.0946,0.291,0.00153,0.11,0.296,122.025
Zimmer,['nu disco'],2015-07-10,Moonrise,60,spotify:track:5yizzF8tORzeLVEzk237J6,242639,0.734,0.524,7,-9.481,0.0475,0.551,0.815,0.0886,0.198,115.017
Amii Stewart,"['disco', 'hi-nrg']",2012-10-17,Knock On Wood,59,spotify:track:6120uJUyg6QDzaAJUosTx5,250520,0.689,0.805,2,-11.199,0.0429,0.0019,8.23e-05,0.0683,0.914,140.791
The Knocks,"['alternative dance', 'indie poptimism', 'nu disco']",2019-10-25,Lucky Me (feat. Great Good Fine Ok),51,spotify:track:5BNBNU5w5f5IIw0Q1Z9Acq,202125,0.716,0.861,10,-4.407,0.153,0.00409,0.000222,0.157,0.358,119.915
The Knocks,"['alternative dance', 'indie poptimism', 'nu disco']",2014-08-12,Classic (feat. POWERS),51,spotify:track:42UaTVeWaNaME7ttu61ykG,248516,0.63,0.942,2,-3.195,0.0485,0.00474,0.000744,0.326,0.543,101.996
Wild Cherry,"['disco', 'funk rock']",2008-11-18,Play That Funky Music,53,spotify:track:0D7L4pBEGv8ni1cRfaTdMJ,301800,0.822,0.87,9,-6.257,0.0592,0.124,0,0.045,0.901,109.174
Room 5,"['disco house', 'vocal house']",2003-11-24,Make Luv,64,spotify:track:6xXEw4y39shgIp6pacKQFH,212413,0.883,0.887,1,-4.92,0.116,0.0111,0.63,0.0367,0.648,124.814
Fatback Band,"['classic soul', 'disco', 'funk', 'harlem hip hop', 'jazz funk', 'p funk', 'post-disco']",2003-03-31,Backstrokin',48,spotify:track:71djYUPXyLrhOYWZcpYufv,226653,0.892,0.674,6,-8.422,0.109,0.0783,0.00442,0.0533,0.802,116.494
The Magician,"['belgian edm', 'house', 'nu disco']",2014-08-15,Sunlight (feat. Years & Years) - Radio Edit,67,spotify:track:5r3aYGutXgsxSqB6W3RrzJ,193481,0.633,0.818,1,-5.437,0.0376,0.0114,0,0.259,0.337,121.975
Chromeo,"['alternative dance', 'dance rock', 'filter house', 'indietronica', 'neo-synthpop', 'nu disco']",2014-05-12,Jealous (I Ain't With It),49,spotify:track:3R5FA1Ay1NxgtwbElR78by,228026,0.739,0.82,5,-6.099,0.0889,0.00823,0,0.2,0.775,127.984
Amtrac,['nu disco'],2019-02-15,Just,55,spotify:track:2u9o4jlbtzqdy2bsBX9FYK,372000,0.622,0.855,0,-7.563,0.0345,0.0498,0.824,0.0914,0.0394,120.001
Village People,"['disco', 'new wave pop', 'soft rock']",2002,Ymca,51,spotify:track:7Cp69rNBwU0gaFT8zxExlE,284866,0.715,0.951,6,-6.488,0.132,0.152,0,0.302,0.671,126.643
Cameo,"['disco', 'funk', 'motown', 'new jack swing', 'p funk', 'popping', 'post-disco', 'quiet storm', 'soul']",2002-06-18,Single Life,48,spotify:track:5ISCPV5GnIYbtvVrPohEm6,266693,0.755,0.761,7,-8.409,0.0598,0.108,0.000356,0.292,0.827,110.605
The Knocks,"['alternative dance', 'indie poptimism', 'nu disco']",2023-06-02,Dancing With The DJ [LEFTI Remix],47,spotify:track:03E7tuKVSY1BS4LaV9rrOf,234800,0.792,0.821,11,-5.204,0.0479,0.00182,0.611,0.0838,0.585,123.97
The Shapeshifters,"['disco house', 'diva house', 'vocal house']",2004-01-01,Lola's Theme - Radio Edit,69,spotify:track:2SCP5oOX5OSp5RT83h2rs0,207066,0.753,0.835,5,-4.631,0.0533,0.000842,8.74e-05,0.13,0.669,123.943
Modjo,"['disco house', 'filter house']",2001,Acknowledgement,56,spotify:track:2YNJ2wMRwl2L2cudMQ0B6N,187199,0.675,0.627,0,-6.476,0.0336,0.00511,0.662,0.0788,0.586,115.023
Le Youth,"['house', 'nu disco', 'uk dance']",2022-03-31,Pattern,54,spotify:track:56pKxbJR1QFD8fmcqNI4R5,252058,0.612,0.741,4,-7.002,0.0359,0.0759,0.000416,0.121,0.0672,122.001
Flight Facilities,"['aussietronica', 'australian dance', 'australian indie', 'indietronica', 'nu disco']",2021-06-25,Lights Up - Myd Remix,50,spotify:track:3e3KjLET4atLyeADRBM4hI,215765,0.837,0.615,10,-7.472,0.105,0.00188,0.0127,0.279,0.626,118.03
Jekalyn Carr,['gospel'],2016-08-05,You're Bigger,47,spotify:track:5PiY1xNzD1YRtmZe3KRdln,446666,0.405,0.674,5,-5.432,0.0565,0.0623,2.96e-05,0.23,0.156,112.408
Jonathan McReynolds,"['gospel', 'gospel r&b']",2018-03-09,Cycles (feat. DOE),47,spotify:track:45paZz7nZelWkwGlZcuiEX,376047,0.342,0.331,1,-10.424,0.0347,0.27,0,0.713,0.338,142.91
Donald Lawrence,['gospel'],2019-02-01,Deliver Me (This Is My Exodus) (feat. Le'Andria Johnson),46,spotify:track:4pc1Tfi0bguzV4LgA3nSSi,344325,0.371,0.691,1,-4.947,0.146,0.0325,3.94e-06,0.449,0.167,103.247
William Murphy,"['gospel', 'naija worship']",2005-08-16,Praise Is What I Do - Live,47,spotify:track:2a8ymUDscRaVAVSMSY2URd,304693,0.324,0.834,8,-4.923,0.121,0.405,0,0.739,0.355,97.807
MTM Isaiah,['gospel drill'],2021-12-21,BLESSINGS,48,spotify:track:4mvgPHLTLG2sOfPXgzpQmN,172313,0.795,0.417,5,-11.003,0.435,0.00861,0,0.113,0.552,116.8
Bebe & Cece Winans,['gospel'],2009-10-06,Close to You,47,spotify:track:2VUsmzlxjarwAVMCI2bm9x,204306,0.566,0.589,10,-5.771,0.0365,0.196,0,0.28,0.41,77.02
Dru Bex,"['christian hip hop', 'christian trap', 'gospel drill']",2019-03-22,Navigator 2020,50,spotify:track:16xdKba6zqVvsDvrsamL3q,80338,0.645,0.494,3,-8.039,0.119,0.037,2.06e-06,0.108,0.521,118.065
Jonathan McReynolds,"['gospel', 'gospel r&b']",2023-02-17,Your World,47,spotify:track:20jjnFUWd4yMOgJP8QpEwu,196571,0.583,0.867,1,-5.204,0.0885,0.281,0,0.262,0.819,80.033
Darwin Hobbs,['gospel'],2008-08-26,He's Able,49,spotify:track:11sYkBBsnoaoXVMTIGQ2Rp,279813,0.201,0.885,9,-5.316,0.256,0.0175,0,0.362,0.419,172.616
